"WL(nm)","Spectrum","Spectrum(W/nm)",
"525.8","0.6608","7.6648e-004",
"526.0","0.6630","7.6901e-004",
"526.2","0.6646","7.7095e-004",
"526.4","0.6666","7.7325e-004",
"526.6","0.6690","7.7601e-004",
"526.8","0.6711","7.7846e-004",
"527.0","0.6727","7.8032e-004",
"527.2","0.6748","7.8273e-004",
"527.4","0.6775","7.8582e-004",
"527.6","0.6795","7.8815e-004",
"527.8","0.6809","7.8980e-004",
"528.0","0.6826","7.9181e-004",
"528.2","0.6850","7.9452e-004",
"528.4","0.6872","7.9707e-004",
"528.6","0.6891","7.9933e-004",
"528.8","0.6911","8.0170e-004",
"529.0","0.6933","8.0421e-004",
"529.2","0.6953","8.0648e-004",
"529.4","0.6969","8.0836e-004",
"529.6","0.6984","8.1015e-004",
"529.8","0.7000","8.1199e-004",
"530.0","0.7026","8.1500e-004",
"530.2","0.7055","8.1830e-004",
"530.4","0.7070","8.2006e-004",
"530.6","0.7080","8.2127e-004",
"530.8","0.7099","8.2348e-004",
"531.0","0.7120","8.2594e-004",
"531.2","0.7141","8.2828e-004",
"531.4","0.7161","8.3059e-004",
"531.6","0.7179","8.3270e-004",
"531.8","0.7195","8.3460e-004",
"532.0","0.7204","8.3566e-004",
"532.2","0.7217","8.3714e-004",
"532.4","0.7244","8.4025e-004",
"532.6","0.7267","8.4291e-004",
"532.8","0.7273","8.4364e-004",
"533.0","0.7285","8.4502e-004",
"533.2","0.7308","8.4766e-004",
"533.4","0.7334","8.5077e-004",
"533.6","0.7356","8.5324e-004",
"533.8","0.7369","8.5476e-004",
"534.0","0.7372","8.5516e-004",
"534.2","0.7379","8.5588e-004",
"534.4","0.7392","8.5747e-004",
"534.6","0.7413","8.5984e-004",
"534.8","0.7439","8.6290e-004",
"535.0","0.7459","8.6523e-004",
"535.2","0.7473","8.6679e-004",
"535.4","0.7483","8.6802e-004",
"535.6","0.7495","8.6934e-004",
"535.8","0.7507","8.7078e-004",
"536.0","0.7520","8.7234e-004",
"536.2","0.7538","8.7435e-004",
"536.4","0.7556","8.7643e-004",
"536.6","0.7573","8.7843e-004",
"536.8","0.7590","8.8039e-004",
"537.0","0.7606","8.8224e-004",
"537.2","0.7620","8.8388e-004",
"537.4","0.7633","8.8535e-004",
"537.6","0.7646","8.8685e-004",
"537.8","0.7663","8.8892e-004",
"538.0","0.7680","8.9085e-004",
"538.2","0.7691","8.9207e-004",
"538.4","0.7696","8.9271e-004",
"538.6","0.7705","8.9370e-004",
"538.8","0.7715","8.9492e-004",
"539.0","0.7728","8.9642e-004",
"539.2","0.7742","8.9809e-004",
"539.4","0.7758","8.9993e-004",
"539.6","0.7774","9.0172e-004",
"539.8","0.7787","9.0320e-004",
"540.0","0.7801","9.0487e-004",
"540.2","0.7818","9.0689e-004",
"540.4","0.7834","9.0868e-004",
"540.6","0.7849","9.1051e-004",
"540.8","0.7860","9.1177e-004",
"541.0","0.7869","9.1277e-004",
"541.2","0.7878","9.1381e-004",
"541.4","0.7892","9.1546e-004",
"541.6","0.7907","9.1720e-004",
"541.8","0.7926","9.1935e-004",
"542.0","0.7938","9.2074e-004",
"542.2","0.7943","9.2133e-004",
"542.4","0.7946","9.2169e-004",
"542.6","0.7947","9.2186e-004",
"542.8","0.7960","9.2338e-004",
"543.0","0.7984","9.2612e-004",
"543.2","0.8003","9.2834e-004",
"543.4","0.8016","9.2979e-004",
"543.6","0.8020","9.3026e-004",
"543.8","0.8022","9.3051e-004",
"544.0","0.8030","9.3147e-004",
"544.2","0.8046","9.3328e-004",
"544.4","0.8058","9.3474e-004",
"544.6","0.8068","9.3583e-004",
"544.8","0.8081","9.3737e-004",
"545.0","0.8095","9.3895e-004",
"545.2","0.8112","9.4093e-004",
"545.4","0.8126","9.4264e-004",
"545.6","0.8139","9.4407e-004",
"545.8","0.8148","9.4518e-004",
"546.0","0.8158","9.4624e-004",
"546.2","0.8166","9.4724e-004",
"546.4","0.8172","9.4787e-004",
"546.6","0.8176","9.4842e-004",
"546.8","0.8190","9.5002e-004",
"547.0","0.8203","9.5146e-004",
"547.2","0.8214","9.5274e-004",
"547.4","0.8222","9.5373e-004",
"547.6","0.8233","9.5498e-004",
"547.8","0.8244","9.5632e-004",
"548.0","0.8255","9.5751e-004",
"548.2","0.8265","9.5872e-004",
"548.4","0.8274","9.5978e-004",
"548.6","0.8285","9.6098e-004",
"548.8","0.8290","9.6164e-004",
"549.0","0.8298","9.6253e-004",
"549.2","0.8309","9.6381e-004",
"549.4","0.8321","9.6522e-004",
"549.6","0.8334","9.6667e-004",
"549.8","0.8343","9.6779e-004",
"550.0","0.8352","9.6881e-004",
"550.2","0.8362","9.6995e-004",
"550.4","0.8376","9.7160e-004",
"550.6","0.8388","9.7296e-004",
"550.8","0.8399","9.7430e-004",
"551.0","0.8412","9.7579e-004",
"551.2","0.8425","9.7725e-004",
"551.4","0.8432","9.7812e-004",
"551.6","0.8433","9.7816e-004",
"551.8","0.8439","9.7892e-004",
"552.0","0.8452","9.8043e-004",
"552.2","0.8466","9.8206e-004",
"552.4","0.8479","9.8358e-004",
"552.6","0.8491","9.8487e-004",
"552.8","0.8497","9.8559e-004",
"553.0","0.8503","9.8633e-004",
"553.2","0.8509","9.8696e-004",
"553.4","0.8520","9.8823e-004",
"553.6","0.8530","9.8941e-004",
"553.8","0.8539","9.9044e-004",
"554.0","0.8547","9.9138e-004",
"554.2","0.8558","9.9265e-004",
"554.4","0.8570","9.9410e-004",
"554.6","0.8580","9.9524e-004",
"554.8","0.8589","9.9629e-004",
"555.0","0.8595","9.9696e-004",
"555.2","0.8603","9.9793e-004",
"555.4","0.8617","9.9952e-004",
"555.6","0.8633","1.0014e-003",
"555.8","0.8643","1.0025e-003",
"556.0","0.8651","1.0035e-003",
"556.2","0.8657","1.0042e-003",
"556.4","0.8665","1.0051e-003",
"556.6","0.8680","1.0069e-003",
"556.8","0.8695","1.0085e-003",
"557.0","0.8701","1.0093e-003",
"557.2","0.8706","1.0099e-003",
"557.4","0.8708","1.0100e-003",
"557.6","0.8713","1.0107e-003",
"557.8","0.8723","1.0118e-003",
"558.0","0.8735","1.0132e-003",
"558.2","0.8745","1.0144e-003",
"558.4","0.8754","1.0155e-003",
"558.6","0.8760","1.0161e-003",
"558.8","0.8766","1.0168e-003",
"559.0","0.8771","1.0174e-003",
"559.2","0.8775","1.0179e-003",
"559.4","0.8782","1.0187e-003",
"559.6","0.8795","1.0201e-003",
"559.8","0.8810","1.0220e-003",
"560.0","0.8825","1.0237e-003",
"560.2","0.8840","1.0254e-003",
"560.4","0.8848","1.0264e-003",
"560.6","0.8854","1.0271e-003",
"560.8","0.8854","1.0271e-003",
"561.0","0.8855","1.0272e-003",
"561.2","0.8868","1.0287e-003",
"561.4","0.8887","1.0308e-003",
"561.6","0.8894","1.0316e-003",
"561.8","0.8896","1.0319e-003",
"562.0","0.8903","1.0327e-003",
"562.2","0.8911","1.0336e-003",
"562.4","0.8914","1.0340e-003",
"562.6","0.8919","1.0346e-003",
"562.8","0.8932","1.0361e-003",
"563.0","0.8944","1.0374e-003",
"563.2","0.8952","1.0384e-003",
"563.4","0.8962","1.0396e-003",
"563.6","0.8972","1.0407e-003",
"563.8","0.8981","1.0418e-003",
"564.0","0.8991","1.0429e-003",
"564.2","0.9000","1.0440e-003",
"564.4","0.9007","1.0447e-003",
"564.6","0.9016","1.0458e-003",
"564.8","0.9027","1.0471e-003",
"565.0","0.9037","1.0483e-003",
"565.2","0.9043","1.0489e-003",
"565.4","0.9044","1.0491e-003",
"565.6","0.9045","1.0492e-003",
"565.8","0.9055","1.0503e-003",
"566.0","0.9069","1.0519e-003",
"566.2","0.9081","1.0534e-003",
"566.4","0.9086","1.0539e-003",
"566.6","0.9094","1.0549e-003",
"566.8","0.9107","1.0564e-003",
"567.0","0.9115","1.0573e-003",
"567.2","0.9115","1.0573e-003",
"567.4","0.9124","1.0583e-003",
"567.6","0.9136","1.0597e-003",
"567.8","0.9146","1.0609e-003",
"568.0","0.9154","1.0618e-003",
"568.2","0.9159","1.0624e-003",
"568.4","0.9162","1.0627e-003",
"568.6","0.9165","1.0631e-003",
"568.8","0.9170","1.0636e-003",
"569.0","0.9184","1.0653e-003",
"569.2","0.9202","1.0674e-003",
"569.4","0.9212","1.0686e-003",
"569.6","0.9216","1.0690e-003",
"569.8","0.9225","1.0701e-003",
"570.0","0.9235","1.0712e-003",
"570.2","0.9243","1.0721e-003",
"570.4","0.9248","1.0727e-003",
"570.6","0.9250","1.0729e-003",
"570.8","0.9253","1.0733e-003",
"571.0","0.9270","1.0753e-003",
"571.2","0.9286","1.0772e-003",
"571.4","0.9289","1.0775e-003",
"571.6","0.9291","1.0777e-003",
"571.8","0.9303","1.0791e-003",
"572.0","0.9314","1.0804e-003",
"572.2","0.9323","1.0815e-003",
"572.4","0.9333","1.0825e-003",
"572.6","0.9339","1.0833e-003",
"572.8","0.9346","1.0841e-003",
"573.0","0.9358","1.0855e-003",
"573.2","0.9368","1.0866e-003",
"573.4","0.9370","1.0869e-003",
"573.6","0.9374","1.0873e-003",
"573.8","0.9379","1.0879e-003",
"574.0","0.9390","1.0892e-003",
"574.2","0.9402","1.0906e-003",
"574.4","0.9414","1.0920e-003",
"574.6","0.9421","1.0928e-003",
"574.8","0.9426","1.0934e-003",
"575.0","0.9428","1.0936e-003",
"575.2","0.9436","1.0945e-003",
"575.4","0.9449","1.0960e-003",
"575.6","0.9457","1.0970e-003",
"575.8","0.9462","1.0976e-003",
"576.0","0.9469","1.0984e-003",
"576.2","0.9476","1.0991e-003",
"576.4","0.9481","1.0997e-003",
"576.6","0.9484","1.1002e-003",
"576.8","0.9493","1.1012e-003",
"577.0","0.9503","1.1024e-003",
"577.2","0.9513","1.1034e-003",
"577.4","0.9522","1.1045e-003",
"577.6","0.9522","1.1045e-003",
"577.8","0.9522","1.1045e-003",
"578.0","0.9532","1.1057e-003",
"578.2","0.9545","1.1072e-003",
"578.4","0.9550","1.1078e-003",
"578.6","0.9553","1.1081e-003",
"578.8","0.9558","1.1087e-003",
"579.0","0.9566","1.1096e-003",
"579.2","0.9576","1.1108e-003",
"579.4","0.9586","1.1120e-003",
"579.6","0.9586","1.1119e-003",
"579.8","0.9584","1.1117e-003",
"580.0","0.9589","1.1123e-003",
"580.2","0.9598","1.1133e-003",
"580.4","0.9611","1.1148e-003",
"580.6","0.9621","1.1160e-003",
"580.8","0.9627","1.1167e-003",
"581.0","0.9634","1.1175e-003",
"581.2","0.9639","1.1181e-003",
"581.4","0.9647","1.1190e-003",
"581.6","0.9651","1.1194e-003",
"581.8","0.9657","1.1201e-003",
"582.0","0.9665","1.1211e-003",
"582.2","0.9676","1.1224e-003",
"582.4","0.9686","1.1235e-003",
"582.6","0.9694","1.1245e-003",
"582.8","0.9702","1.1254e-003",
"583.0","0.9714","1.1268e-003",
"583.2","0.9729","1.1285e-003",
"583.4","0.9734","1.1291e-003",
"583.6","0.9733","1.1289e-003",
"583.8","0.9731","1.1287e-003",
"584.0","0.9732","1.1289e-003",
"584.2","0.9741","1.1299e-003",
"584.4","0.9750","1.1309e-003",
"584.6","0.9759","1.1320e-003",
"584.8","0.9762","1.1323e-003",
"585.0","0.9770","1.1333e-003",
"585.2","0.9781","1.1345e-003",
"585.4","0.9785","1.1350e-003",
"585.6","0.9784","1.1349e-003",
"585.8","0.9787","1.1352e-003",
"586.0","0.9789","1.1354e-003",
"586.2","0.9801","1.1369e-003",
"586.4","0.9813","1.1383e-003",
"586.6","0.9815","1.1384e-003",
"586.8","0.9811","1.1380e-003",
"587.0","0.9817","1.1387e-003",
"587.2","0.9825","1.1397e-003",
"587.4","0.9829","1.1402e-003",
"587.6","0.9835","1.1409e-003",
"587.8","0.9840","1.1414e-003",
"588.0","0.9843","1.1417e-003",
"588.2","0.9842","1.1417e-003",
"588.4","0.9842","1.1416e-003",
"588.6","0.9852","1.1427e-003",
"588.8","0.9862","1.1439e-003",
"589.0","0.9870","1.1449e-003",
"589.2","0.9873","1.1452e-003",
"589.4","0.9871","1.1450e-003",
"589.6","0.9870","1.1449e-003",
"589.8","0.9880","1.1460e-003",
"590.0","0.9886","1.1467e-003",
"590.2","0.9883","1.1464e-003",
"590.4","0.9882","1.1463e-003",
"590.6","0.9884","1.1465e-003",
"590.8","0.9892","1.1475e-003",
"591.0","0.9903","1.1487e-003",
"591.2","0.9910","1.1495e-003",
"591.4","0.9909","1.1494e-003",
"591.6","0.9908","1.1493e-003",
"591.8","0.9911","1.1497e-003",
"592.0","0.9917","1.1503e-003",
"592.2","0.9922","1.1509e-003",
"592.4","0.9926","1.1514e-003",
"592.6","0.9926","1.1514e-003",
"592.8","0.9926","1.1513e-003",
"593.0","0.9927","1.1515e-003",
"593.2","0.9934","1.1523e-003",
"593.4","0.9945","1.1536e-003",
"593.6","0.9946","1.1536e-003",
"593.8","0.9938","1.1528e-003",
"594.0","0.9937","1.1526e-003",
"594.2","0.9939","1.1529e-003",
"594.4","0.9947","1.1538e-003",
"594.6","0.9954","1.1546e-003",
"594.8","0.9954","1.1547e-003",
"595.0","0.9951","1.1543e-003",
"595.2","0.9951","1.1542e-003",
"595.4","0.9953","1.1545e-003",
"595.6","0.9953","1.1545e-003",
"595.8","0.9955","1.1547e-003",
"596.0","0.9953","1.1545e-003",
"596.2","0.9955","1.1547e-003",
"596.4","0.9961","1.1554e-003",
"596.6","0.9970","1.1565e-003",
"596.8","0.9975","1.1571e-003",
"597.0","0.9975","1.1571e-003",
"597.2","0.9972","1.1567e-003",
"597.4","0.9966","1.1561e-003",
"597.6","0.9964","1.1558e-003",
"597.8","0.9966","1.1560e-003",
"598.0","0.9969","1.1563e-003",
"598.2","0.9973","1.1569e-003",
"598.4","0.9978","1.1574e-003",
"598.6","0.9982","1.1579e-003",
"598.8","0.9985","1.1582e-003",
"599.0","0.9986","1.1584e-003",
"599.2","0.9981","1.1578e-003",
"599.4","0.9979","1.1575e-003",
"599.6","0.9981","1.1578e-003",
"599.8","0.9984","1.1582e-003",
"600.0","0.9989","1.1586e-003",
"600.2","0.9995","1.1594e-003",
"600.4","0.9999","1.1598e-003",
"600.6","1.0000","1.1599e-003",
"600.8","0.9998","1.1598e-003",
"601.0","0.9998","1.1597e-003",
"601.2","0.9999","1.1598e-003",
"601.4","0.9995","1.1594e-003",
"601.6","0.9987","1.1585e-003",
"601.8","0.9987","1.1584e-003",
"602.0","0.9992","1.1591e-003",
"602.2","0.9996","1.1594e-003",
"602.4","0.9997","1.1597e-003",
"602.6","0.9994","1.1592e-003",
"602.8","0.9991","1.1589e-003",
"603.0","0.9989","1.1587e-003",
"603.2","0.9992","1.1590e-003",
"603.4","0.9994","1.1593e-003",
"603.6","0.9996","1.1595e-003",
"603.8","0.9993","1.1592e-003",
"604.0","0.9990","1.1588e-003",
"604.2","0.9987","1.1585e-003",
"604.4","0.9986","1.1583e-003",
"604.6","0.9983","1.1580e-003",
"604.8","0.9979","1.1575e-003",
"605.0","0.9980","1.1576e-003",
"605.2","0.9979","1.1576e-003",
"605.4","0.9978","1.1574e-003",
"605.6","0.9973","1.1568e-003",
"605.8","0.9963","1.1557e-003",
"606.0","0.9958","1.1550e-003",
"606.2","0.9954","1.1546e-003",
"606.4","0.9953","1.1545e-003",
"606.6","0.9949","1.1541e-003",
"606.8","0.9947","1.1538e-003",
"607.0","0.9950","1.1541e-003",
"607.2","0.9948","1.1539e-003",
"607.4","0.9943","1.1533e-003",
"607.6","0.9938","1.1528e-003",
"607.8","0.9939","1.1529e-003",
"608.0","0.9937","1.1526e-003",
"608.2","0.9928","1.1516e-003",
"608.4","0.9922","1.1509e-003",
"608.6","0.9921","1.1508e-003",
"608.8","0.9918","1.1504e-003",
"609.0","0.9908","1.1493e-003",
"609.2","0.9900","1.1484e-003",
"609.4","0.9898","1.1481e-003",
"609.6","0.9894","1.1477e-003",
"609.8","0.9895","1.1478e-003",
"610.0","0.9891","1.1473e-003",
"610.2","0.9887","1.1469e-003",
"610.4","0.9886","1.1467e-003",
"610.6","0.9887","1.1468e-003",
"610.8","0.9882","1.1463e-003",
"611.0","0.9872","1.1452e-003",
"611.2","0.9867","1.1445e-003",
"611.4","0.9862","1.1439e-003",
"611.6","0.9861","1.1438e-003",
"611.8","0.9859","1.1436e-003",
"612.0","0.9858","1.1434e-003",
"612.2","0.9856","1.1433e-003",
"612.4","0.9845","1.1419e-003",
"612.6","0.9833","1.1406e-003",
"612.8","0.9825","1.1397e-003",
"613.0","0.9821","1.1392e-003",
"613.2","0.9818","1.1389e-003",
"613.4","0.9815","1.1385e-003",
"613.6","0.9803","1.1372e-003",
"613.8","0.9790","1.1356e-003",
"614.0","0.9785","1.1350e-003",
"614.2","0.9783","1.1348e-003",
"614.4","0.9779","1.1343e-003",
"614.6","0.9773","1.1336e-003",
"614.8","0.9759","1.1320e-003",
"615.0","0.9747","1.1307e-003",
"615.2","0.9747","1.1306e-003",
"615.4","0.9745","1.1304e-003",
"615.6","0.9739","1.1297e-003",
"615.8","0.9729","1.1286e-003",
"616.0","0.9712","1.1266e-003",
"616.2","0.9701","1.1253e-003",
"616.4","0.9697","1.1248e-003",
"616.6","0.9692","1.1242e-003",
"616.8","0.9683","1.1231e-003",
"617.0","0.9675","1.1223e-003",
"617.2","0.9672","1.1219e-003",
"617.4","0.9667","1.1213e-003",
"617.6","0.9657","1.1202e-003",
"617.8","0.9641","1.1183e-003",
"618.0","0.9621","1.1160e-003",
"618.2","0.9608","1.1145e-003",
"618.4","0.9603","1.1139e-003",
"618.6","0.9592","1.1126e-003",
"618.8","0.9578","1.1110e-003",
"619.0","0.9571","1.1102e-003",
"619.2","0.9570","1.1100e-003",
"619.4","0.9563","1.1093e-003",
"619.6","0.9555","1.1083e-003",
"619.8","0.9548","1.1075e-003",
"620.0","0.9540","1.1066e-003",
"620.2","0.9526","1.1050e-003",
"620.4","0.9511","1.1033e-003",
"620.6","0.9504","1.1024e-003",
"620.8","0.9500","1.1019e-003",
"621.0","0.9493","1.1011e-003",
"621.2","0.9482","1.0999e-003",
"621.4","0.9464","1.0978e-003",
"621.6","0.9444","1.0955e-003",
"621.8","0.9435","1.0944e-003",
"622.0","0.9429","1.0937e-003",
"622.2","0.9418","1.0924e-003",
"622.4","0.9404","1.0908e-003",
"622.6","0.9397","1.0900e-003",
"622.8","0.9393","1.0895e-003",
"623.0","0.9381","1.0881e-003",
"623.2","0.9367","1.0866e-003",
"623.4","0.9350","1.0845e-003",
"623.6","0.9333","1.0826e-003",
"623.8","0.9325","1.0816e-003",
"624.0","0.9317","1.0808e-003",
"624.2","0.9307","1.0796e-003",
"624.4","0.9293","1.0780e-003",
"624.6","0.9273","1.0756e-003",
"624.8","0.9259","1.0740e-003",
"625.0","0.9251","1.0731e-003",
"625.2","0.9242","1.0720e-003",
"625.4","0.9227","1.0703e-003",
"625.6","0.9212","1.0686e-003",
"625.8","0.9202","1.0674e-003",
"626.0","0.9190","1.0660e-003",
"626.2","0.9173","1.0640e-003",
"626.4","0.9157","1.0622e-003",
"626.6","0.9143","1.0605e-003",
"626.8","0.9128","1.0589e-003",
"627.0","0.9115","1.0573e-003",
"627.2","0.9102","1.0558e-003",
"627.4","0.9088","1.0542e-003",
"627.6","0.9076","1.0527e-003",
"627.8","0.9066","1.0516e-003",
"628.0","0.9053","1.0502e-003",
"628.2","0.9038","1.0484e-003",
"628.4","0.9024","1.0467e-003",
"628.6","0.9011","1.0452e-003",
"628.8","0.8996","1.0435e-003",
"629.0","0.8983","1.0420e-003",
"629.2","0.8967","1.0402e-003",
"629.4","0.8952","1.0384e-003",
"629.6","0.8938","1.0368e-003",
"629.8","0.8927","1.0354e-003",
"630.0","0.8913","1.0339e-003",
"630.2","0.8895","1.0318e-003",
"630.4","0.8876","1.0296e-003",
"630.6","0.8859","1.0276e-003",
"630.8","0.8847","1.0262e-003",
"631.0","0.8835","1.0248e-003",
"631.2","0.8822","1.0233e-003",
"631.4","0.8805","1.0214e-003",
"631.6","0.8786","1.0192e-003",
"631.8","0.8766","1.0168e-003",
"632.0","0.8752","1.0152e-003",
"632.2","0.8739","1.0137e-003",
"632.4","0.8727","1.0123e-003",
"632.6","0.8712","1.0106e-003",
"632.8","0.8692","1.0083e-003",
"633.0","0.8671","1.0058e-003",
"633.2","0.8653","1.0037e-003",
"633.4","0.8639","1.0020e-003",
"633.6","0.8627","1.0007e-003",
"633.8","0.8618","9.9968e-004",
"634.0","0.8609","9.9861e-004",
"634.2","0.8595","9.9695e-004",
"634.4","0.8571","9.9419e-004",
"634.6","0.8545","9.9122e-004",
"634.8","0.8521","9.8843e-004",
"635.0","0.8505","9.8656e-004",
"635.2","0.8498","9.8569e-004",
"635.4","0.8486","9.8439e-004",
"635.6","0.8468","9.8228e-004",
"635.8","0.8448","9.7988e-004",
"636.0","0.8428","9.7756e-004",
"636.2","0.8412","9.7580e-004",
"636.4","0.8398","9.7414e-004",
"636.6","0.8383","9.7241e-004",
"636.8","0.8365","9.7025e-004",
"637.0","0.8348","9.6832e-004",
"637.2","0.8331","9.6635e-004",
"637.4","0.8311","9.6403e-004",
"637.6","0.8293","9.6192e-004",
"637.8","0.8277","9.6005e-004",
"638.0","0.8261","9.5821e-004",
"638.2","0.8240","9.5575e-004",
"638.4","0.8217","9.5313e-004",
"638.6","0.8200","9.5114e-004",
"638.8","0.8187","9.4970e-004",
"639.0","0.8169","9.4756e-004",
"639.2","0.8146","9.4496e-004",
"639.4","0.8132","9.4330e-004",
"639.6","0.8120","9.4193e-004",
"639.8","0.8092","9.3860e-004",
"640.0","0.8060","9.3491e-004",
"640.2","0.8050","9.3372e-004",
"640.4","0.8044","9.3309e-004",
"640.6","0.8031","9.3151e-004",
"640.8","0.8013","9.2942e-004",
"641.0","0.7987","9.2651e-004",
"641.2","0.7962","9.2361e-004",
"641.4","0.7948","9.2192e-004",
"641.6","0.7933","9.2024e-004",
"641.8","0.7912","9.1780e-004",
"642.0","0.7889","9.1504e-004",
"642.2","0.7868","9.1263e-004",
"642.4","0.7846","9.1013e-004",
"642.6","0.7824","9.0760e-004",
"642.8","0.7807","9.0554e-004",
"643.0","0.7795","9.0421e-004",
"643.2","0.7782","9.0269e-004",
"643.4","0.7765","9.0071e-004",
"643.6","0.7744","8.9829e-004",
"643.8","0.7720","8.9554e-004",
"644.0","0.7697","8.9287e-004",
"644.2","0.7678","8.9064e-004",
"644.4","0.7660","8.8855e-004",
"644.6","0.7643","8.8658e-004",
"644.8","0.7625","8.8443e-004",
"645.0","0.7604","8.8207e-004",
"645.2","0.7586","8.7990e-004",
"645.4","0.7571","8.7818e-004",
"645.6","0.7553","8.7607e-004",
"645.8","0.7529","8.7331e-004",
"646.0","0.7508","8.7093e-004",
"646.2","0.7492","8.6907e-004",
"646.4","0.7471","8.6658e-004",
"646.6","0.7448","8.6395e-004",
"646.8","0.7428","8.6162e-004",
"647.0","0.7411","8.5967e-004",
"647.2","0.7394","8.5770e-004",
"647.4","0.7375","8.5545e-004",
"647.6","0.7350","8.5259e-004",
"647.8","0.7322","8.4932e-004",
"648.0","0.7300","8.4682e-004",
"648.2","0.7283","8.4474e-004",
"648.4","0.7265","8.4266e-004",
"648.6","0.7245","8.4043e-004",
"648.8","0.7227","8.3830e-004",
"649.0","0.7207","8.3600e-004",
"649.2","0.7189","8.3387e-004",
"649.4","0.7171","8.3182e-004",
"649.6","0.7152","8.2966e-004",
"649.8","0.7131","8.2716e-004",
"650.0","0.7105","8.2411e-004",
"650.2","0.7080","8.2124e-004",
"650.4","0.7065","8.1948e-004",
"650.6","0.7050","8.1773e-004",
"650.8","0.7025","8.1485e-004",
"651.0","0.7000","8.1201e-004",
"651.2","0.6981","8.0982e-004",
"651.4","0.6964","8.0777e-004",
"651.6","0.6942","8.0525e-004",
"651.8","0.6921","8.0283e-004",
"652.0","0.6899","8.0022e-004",
"652.2","0.6877","7.9775e-004",
"652.4","0.6859","7.9563e-004",
"652.6","0.6841","7.9351e-004",
"652.8","0.6822","7.9133e-004",
"653.0","0.6799","7.8863e-004",
"653.2","0.6773","7.8559e-004",
"653.4","0.6746","7.8245e-004",
"653.6","0.6723","7.7978e-004",
"653.8","0.6706","7.7782e-004",
"654.0","0.6694","7.7646e-004",
"654.2","0.6679","7.7470e-004",
"654.4","0.6654","7.7189e-004",
"654.6","0.6631","7.6918e-004",
"654.8","0.6611","7.6686e-004",
"655.0","0.6591","7.6449e-004",
"655.2","0.6565","7.6147e-004",
"655.4","0.6542","7.5884e-004",
"655.6","0.6522","7.5652e-004",
"655.8","0.6502","7.5425e-004",
"656.0","0.6484","7.5214e-004",
"656.2","0.6466","7.4999e-004",
"656.4","0.6445","7.4756e-004",
"656.6","0.6421","7.4486e-004",
"656.8","0.6396","7.4193e-004",
"657.0","0.6374","7.3934e-004",
"657.2","0.6352","7.3686e-004",
"657.4","0.6331","7.3440e-004",
"657.6","0.6311","7.3201e-004",
"657.8","0.6292","7.2980e-004",
"658.0","0.6273","7.2766e-004",
"658.2","0.6251","7.2509e-004",
"658.4","0.6227","7.2231e-004",
"658.6","0.6205","7.1975e-004",
"658.8","0.6186","7.1755e-004",
"659.0","0.6169","7.1553e-004",
"659.2","0.6150","7.1343e-004",
"659.4","0.6129","7.1091e-004",
"659.6","0.6106","7.0833e-004",
"659.8","0.6087","7.0608e-004",
"660.0","0.6069","7.0401e-004",
"660.2","0.6049","7.0163e-004",
"660.4","0.6027","6.9915e-004",
"660.6","0.5998","6.9575e-004",
"660.8","0.5972","6.9271e-004",
"661.0","0.5952","6.9041e-004",
"661.2","0.5936","6.8855e-004",
"661.4","0.5923","6.8703e-004",
"661.6","0.5907","6.8520e-004",
"661.8","0.5883","6.8239e-004",
"662.0","0.5857","6.7944e-004",
"662.2","0.5837","6.7707e-004",
"662.4","0.5817","6.7478e-004",
"662.6","0.5795","6.7223e-004",
"662.8","0.5773","6.6970e-004",
"663.0","0.5754","6.6745e-004",
"663.2","0.5733","6.6498e-004",
"663.4","0.5711","6.6250e-004",
"663.6","0.5690","6.6005e-004",
"663.8","0.5669","6.5762e-004",
"664.0","0.5650","6.5535e-004",
"664.2","0.5632","6.5333e-004",
"664.4","0.5613","6.5110e-004",
"664.6","0.5591","6.4852e-004",
"664.8","0.5571","6.4622e-004",
"665.0","0.5553","6.4417e-004",
"665.2","0.5534","6.4193e-004",
"665.4","0.5512","6.3940e-004",
"665.6","0.5490","6.3680e-004",
"665.8","0.5468","6.3427e-004",
"666.0","0.5444","6.3145e-004",
"666.2","0.5417","6.2834e-004",
"666.4","0.5399","6.2630e-004",
"666.6","0.5387","6.2488e-004",
"666.8","0.5366","6.2242e-004",
"667.0","0.5338","6.1916e-004",
"667.2","0.5316","6.1660e-004",
"667.4","0.5297","6.1442e-004",
"667.6","0.5282","6.1273e-004",
"667.8","0.5267","6.1100e-004",
"668.0","0.5250","6.0893e-004",
"668.2","0.5232","6.0686e-004",
"668.4","0.5214","6.0478e-004",
"668.6","0.5195","6.0256e-004",
"668.8","0.5174","6.0012e-004",
"669.0","0.5151","5.9745e-004",
"669.2","0.5127","5.9466e-004",
"669.4","0.5104","5.9207e-004",
"669.6","0.5086","5.9000e-004",
"669.8","0.5071","5.8817e-004",
"670.0","0.5050","5.8572e-004",
"670.2","0.5029","5.8333e-004",
"670.4","0.5014","5.8161e-004",
"670.6","0.4998","5.7978e-004",
"670.8","0.4973","5.7688e-004",
"671.0","0.4950","5.7418e-004",
"671.2","0.4932","5.7211e-004",
"671.4","0.4914","5.7003e-004",
"671.6","0.4893","5.6757e-004",
"671.8","0.4873","5.6520e-004",
"672.0","0.4852","5.6282e-004",
"672.2","0.4835","5.6079e-004",
"672.4","0.4819","5.5900e-004",
"672.6","0.4802","5.5699e-004",
