"WL(nm)","Spectrum","Spectrum(W/nm)",
"672.8","0.4779","5.5437e-004",
"673.0","0.4758","5.5189e-004",
"673.2","0.4740","5.4986e-004",
"673.4","0.4723","5.4783e-004",
"673.6","0.4704","5.4563e-004",
"673.8","0.4684","5.4331e-004",
"674.0","0.4664","5.4096e-004",
"674.2","0.4644","5.3868e-004",
"674.4","0.4625","5.3651e-004",
"674.6","0.4607","5.3444e-004",
"674.8","0.4588","5.3224e-004",
"675.0","0.4569","5.2997e-004",
"675.2","0.4549","5.2766e-004",
"675.4","0.4530","5.2540e-004",
"675.6","0.4510","5.2314e-004",
"675.8","0.4493","5.2120e-004",
"676.0","0.4479","5.1951e-004",
"676.2","0.4461","5.1743e-004",
"676.4","0.4440","5.1498e-004",
"676.6","0.4419","5.1258e-004",
"676.8","0.4399","5.1026e-004",
"677.0","0.4385","5.0870e-004",
"677.2","0.4375","5.0744e-004",
"677.4","0.4355","5.0518e-004",
"677.6","0.4331","5.0238e-004",
"677.8","0.4307","4.9956e-004",
"678.0","0.4286","4.9712e-004",
"678.2","0.4271","4.9546e-004",
"678.4","0.4259","4.9401e-004",
"678.6","0.4245","4.9237e-004",
"678.8","0.4228","4.9044e-004",
"679.0","0.4210","4.8829e-004",
"679.2","0.4189","4.8591e-004",
"679.4","0.4168","4.8352e-004",
"679.6","0.4149","4.8128e-004",
"679.8","0.4132","4.7924e-004",
"680.0","0.4115","4.7737e-004",
"680.2","0.4101","4.7567e-004",
"680.4","0.4086","4.7391e-004",
"680.6","0.4068","4.7188e-004",
"680.8","0.4050","4.6975e-004",
"681.0","0.4028","4.6719e-004",
"681.2","0.4008","4.6495e-004",
"681.4","0.3996","4.6356e-004",
"681.6","0.3983","4.6203e-004",
"681.8","0.3965","4.5987e-004",
"682.0","0.3944","4.5748e-004",
"682.2","0.3923","4.5504e-004",
"682.4","0.3905","4.5293e-004",
"682.6","0.3892","4.5149e-004",
"682.8","0.3878","4.4984e-004",
"683.0","0.3859","4.4758e-004",
"683.2","0.3839","4.4530e-004",
"683.4","0.3822","4.4338e-004",
"683.6","0.3806","4.4145e-004",
"683.8","0.3787","4.3930e-004",
"684.0","0.3770","4.3732e-004",
"684.2","0.3755","4.3556e-004",
"684.4","0.3739","4.3366e-004",
"684.6","0.3720","4.3156e-004",
"684.8","0.3703","4.2954e-004",
"685.0","0.3688","4.2779e-004",
"685.2","0.3674","4.2621e-004",
"685.4","0.3663","4.2486e-004",
"685.6","0.3645","4.2282e-004",
"685.8","0.3625","4.2050e-004",
"686.0","0.3609","4.1862e-004",
"686.2","0.3596","4.1715e-004",
"686.4","0.3579","4.1516e-004",
"686.6","0.3559","4.1287e-004",
"686.8","0.3542","4.1081e-004",
"687.0","0.3526","4.0899e-004",
"687.2","0.3512","4.0742e-004",
"687.4","0.3499","4.0591e-004",
"687.6","0.3484","4.0412e-004",
"687.8","0.3468","4.0223e-004",
"688.0","0.3452","4.0038e-004",
"688.2","0.3437","3.9870e-004",
"688.4","0.3423","3.9711e-004",
"688.6","0.3409","3.9546e-004",
"688.8","0.3391","3.9335e-004",
"689.0","0.3371","3.9103e-004",
"689.2","0.3356","3.8925e-004",
"689.4","0.3341","3.8749e-004",
"689.6","0.3326","3.8576e-004",
"689.8","0.3310","3.8399e-004",
"690.0","0.3292","3.8184e-004",
"690.2","0.3274","3.7981e-004",
"690.4","0.3263","3.7844e-004",
"690.6","0.3252","3.7716e-004",
"690.8","0.3236","3.7536e-004",
"691.0","0.3219","3.7341e-004",
"691.2","0.3202","3.7148e-004",
"691.4","0.3186","3.6959e-004",
"691.6","0.3171","3.6785e-004",
"691.8","0.3156","3.6603e-004",
"692.0","0.3139","3.6407e-004",
"692.2","0.3123","3.6225e-004",
"692.4","0.3111","3.6088e-004",
"692.6","0.3098","3.5938e-004",
"692.8","0.3083","3.5762e-004",
"693.0","0.3067","3.5573e-004",
"693.2","0.3050","3.5384e-004",
"693.4","0.3035","3.5203e-004",
"693.6","0.3021","3.5044e-004",
"693.8","0.3008","3.4890e-004",
"694.0","0.2996","3.4748e-004",
"694.2","0.2982","3.4584e-004",
"694.4","0.2965","3.4397e-004",
"694.6","0.2950","3.4215e-004",
"694.8","0.2935","3.4046e-004",
"695.0","0.2922","3.3892e-004",
"695.2","0.2909","3.3745e-004",
"695.4","0.2898","3.3610e-004",
"695.6","0.2885","3.3466e-004",
"695.8","0.2872","3.3315e-004",
"696.0","0.2858","3.3150e-004",
"696.2","0.2843","3.2979e-004",
"696.4","0.2829","3.2815e-004",
"696.6","0.2815","3.2655e-004",
"696.8","0.2801","3.2491e-004",
"697.0","0.2787","3.2330e-004",
"697.2","0.2773","3.2168e-004",
"697.4","0.2761","3.2028e-004",
"697.6","0.2749","3.1889e-004",
"697.8","0.2736","3.1738e-004",
"698.0","0.2723","3.1584e-004",
"698.2","0.2712","3.1453e-004",
"698.4","0.2700","3.1315e-004",
"698.6","0.2682","3.1115e-004",
"698.8","0.2665","3.0911e-004",
"699.0","0.2654","3.0783e-004",
"699.2","0.2645","3.0677e-004",
"699.4","0.2632","3.0534e-004",
"699.6","0.2618","3.0371e-004",
"699.8","0.2605","3.0215e-004",
"700.0","0.2591","3.0060e-004",
"700.2","0.2579","2.9917e-004",
"700.4","0.2567","2.9776e-004",
"700.6","0.2555","2.9639e-004",
"700.8","0.2542","2.9488e-004",
"701.0","0.2525","2.9285e-004",
"701.2","0.2508","2.9093e-004",
"701.4","0.2497","2.8967e-004",
"701.6","0.2488","2.8855e-004",
"701.8","0.2475","2.8711e-004",
"702.0","0.2463","2.8570e-004",
"702.2","0.2452","2.8438e-004",
"702.4","0.2440","2.8304e-004",
"702.6","0.2428","2.8169e-004",
"702.8","0.2416","2.8029e-004",
"703.0","0.2404","2.7880e-004",
"703.2","0.2390","2.7718e-004",
"703.4","0.2375","2.7546e-004",
"703.6","0.2362","2.7393e-004",
"703.8","0.2351","2.7270e-004",
"704.0","0.2340","2.7141e-004",
"704.2","0.2328","2.7007e-004",
"704.4","0.2318","2.6893e-004",
"704.6","0.2311","2.6807e-004",
"704.8","0.2299","2.6668e-004",
"705.0","0.2284","2.6489e-004",
"705.2","0.2272","2.6352e-004",
"705.4","0.2264","2.6261e-004",
"705.6","0.2252","2.6119e-004",
"705.8","0.2236","2.5934e-004",
"706.0","0.2223","2.5790e-004",
"706.2","0.2214","2.5685e-004",
"706.4","0.2202","2.5546e-004",
"706.6","0.2189","2.5395e-004",
"706.8","0.2178","2.5267e-004",
"707.0","0.2170","2.5166e-004",
"707.2","0.2160","2.5054e-004",
"707.4","0.2149","2.4933e-004",
"707.6","0.2138","2.4799e-004",
"707.8","0.2126","2.4663e-004",
"708.0","0.2115","2.4534e-004",
"708.2","0.2105","2.4416e-004",
"708.4","0.2095","2.4300e-004",
"708.6","0.2084","2.4176e-004",
"708.8","0.2071","2.4019e-004",
"709.0","0.2057","2.3865e-004",
"709.2","0.2048","2.3755e-004",
"709.4","0.2039","2.3656e-004",
"709.6","0.2029","2.3541e-004",
"709.8","0.2019","2.3421e-004",
"710.0","0.2009","2.3304e-004",
"710.2","0.1999","2.3191e-004",
"710.4","0.1991","2.3092e-004",
"710.6","0.1982","2.2985e-004",
"710.8","0.1971","2.2861e-004",
"711.0","0.1960","2.2730e-004",
"711.2","0.1948","2.2601e-004",
"711.4","0.1938","2.2475e-004",
"711.6","0.1927","2.2353e-004",
"711.8","0.1916","2.2229e-004",
"712.0","0.1906","2.2106e-004",
"712.2","0.1895","2.1984e-004",
"712.4","0.1886","2.1882e-004",
"712.6","0.1878","2.1786e-004",
"712.8","0.1870","2.1695e-004",
"713.0","0.1862","2.1602e-004",
"713.2","0.1853","2.1497e-004",
"713.4","0.1842","2.1367e-004",
"713.6","0.1830","2.1223e-004",
"713.8","0.1819","2.1102e-004",
"714.0","0.1812","2.1020e-004",
"714.2","0.1804","2.0927e-004",
"714.4","0.1794","2.0807e-004",
"714.6","0.1783","2.0677e-004",
"714.8","0.1772","2.0550e-004",
"715.0","0.1762","2.0444e-004",
"715.2","0.1755","2.0359e-004",
"715.4","0.1747","2.0265e-004",
"715.6","0.1738","2.0156e-004",
"715.8","0.1728","2.0041e-004",
"716.0","0.1718","1.9928e-004",
"716.2","0.1710","1.9839e-004",
"716.4","0.1703","1.9760e-004",
"716.6","0.1695","1.9665e-004",
"716.8","0.1685","1.9550e-004",
"717.0","0.1674","1.9419e-004",
"717.2","0.1663","1.9291e-004",
"717.4","0.1654","1.9187e-004",
"717.6","0.1646","1.9097e-004",
"717.8","0.1638","1.9005e-004",
"718.0","0.1630","1.8907e-004",
"718.2","0.1622","1.8811e-004",
"718.4","0.1613","1.8714e-004",
"718.6","0.1604","1.8603e-004",
"718.8","0.1595","1.8497e-004",
"719.0","0.1588","1.8419e-004",
"719.2","0.1582","1.8346e-004",
"719.4","0.1574","1.8258e-004",
"719.6","0.1565","1.8158e-004",
"719.8","0.1555","1.8037e-004",
"720.0","0.1545","1.7921e-004",
"720.2","0.1537","1.7833e-004",
"720.4","0.1531","1.7755e-004",
"720.6","0.1524","1.7675e-004",
"720.8","0.1516","1.7587e-004",
"721.0","0.1508","1.7488e-004",
"721.2","0.1499","1.7392e-004",
"721.4","0.1493","1.7315e-004",
"721.6","0.1486","1.7232e-004",
"721.8","0.1476","1.7126e-004",
"722.0","0.1466","1.7010e-004",
"722.2","0.1456","1.6894e-004",
"722.4","0.1448","1.6798e-004",
"722.6","0.1444","1.6754e-004",
"722.8","0.1439","1.6698e-004",
"723.0","0.1431","1.6599e-004",
"723.2","0.1422","1.6496e-004",
"723.4","0.1414","1.6397e-004",
"723.6","0.1406","1.6309e-004",
"723.8","0.1399","1.6229e-004",
"724.0","0.1392","1.6144e-004",
"724.2","0.1383","1.6046e-004",
"724.4","0.1376","1.5963e-004",
"724.6","0.1370","1.5897e-004",
"724.8","0.1364","1.5826e-004",
"725.0","0.1357","1.5739e-004",
"725.2","0.1348","1.5635e-004",
"725.4","0.1338","1.5523e-004",
"725.6","0.1331","1.5438e-004",
"725.8","0.1326","1.5380e-004",
"726.0","0.1319","1.5304e-004",
"726.2","0.1312","1.5214e-004",
"726.4","0.1306","1.5144e-004",
"726.6","0.1300","1.5082e-004",
"726.8","0.1292","1.4992e-004",
"727.0","0.1283","1.4885e-004",
"727.2","0.1277","1.4809e-004",
"727.4","0.1272","1.4753e-004",
"727.6","0.1266","1.4680e-004",
"727.8","0.1258","1.4589e-004",
"728.0","0.1249","1.4491e-004",
"728.2","0.1241","1.4396e-004",
"728.4","0.1236","1.4342e-004",
"728.6","0.1233","1.4300e-004",
"728.8","0.1227","1.4230e-004",
"729.0","0.1220","1.4148e-004",
"729.2","0.1213","1.4070e-004",
"729.4","0.1206","1.3993e-004",
"729.6","0.1200","1.3914e-004",
"729.8","0.1192","1.3832e-004",
"730.0","0.1185","1.3741e-004",
"730.2","0.1177","1.3651e-004",
"730.4","0.1171","1.3583e-004",
"730.6","0.1166","1.3521e-004",
"730.8","0.1161","1.3470e-004",
"731.0","0.1156","1.3413e-004",
"731.2","0.1149","1.3331e-004",
"731.4","0.1142","1.3246e-004",
"731.6","0.1135","1.3164e-004",
"731.8","0.1129","1.3095e-004",
"732.0","0.1125","1.3053e-004",
"732.2","0.1121","1.2999e-004",
"732.4","0.1113","1.2905e-004",
"732.6","0.1105","1.2813e-004",
"732.8","0.1099","1.2744e-004",
"733.0","0.1093","1.2677e-004",
"733.2","0.1086","1.2602e-004",
"733.4","0.1081","1.2538e-004",
"733.6","0.1076","1.2484e-004",
"733.8","0.1071","1.2418e-004",
"734.0","0.1063","1.2329e-004",
"734.2","0.1057","1.2261e-004",
"734.4","0.1054","1.2224e-004",
"734.6","0.1049","1.2167e-004",
"734.8","0.1041","1.2080e-004",
"735.0","0.1034","1.1996e-004",
"735.2","0.1028","1.1924e-004",
"735.4","0.1022","1.1855e-004",
"735.6","0.1016","1.1787e-004",
"735.8","0.1011","1.1730e-004",
"736.0","0.1007","1.1680e-004",
"736.2","0.1002","1.1620e-004",
"736.4","0.0996","1.1554e-004",
"736.6","0.0991","1.1498e-004",
"736.8","0.0987","1.1450e-004",
"737.0","0.0982","1.1395e-004",
"737.2","0.0977","1.1331e-004",
"737.4","0.0971","1.1268e-004",
"737.6","0.0966","1.1202e-004",
"737.8","0.0960","1.1133e-004",
"738.0","0.0954","1.1063e-004",
"738.2","0.0949","1.1012e-004",
"738.4","0.0945","1.0964e-004",
"738.6","0.0939","1.0887e-004",
"738.8","0.0931","1.0802e-004",
"739.0","0.0926","1.0745e-004",
"739.2","0.0922","1.0695e-004",
"739.4","0.0916","1.0631e-004",
"739.6","0.0910","1.0560e-004",
"739.8","0.0905","1.0494e-004",
"740.0","0.0900","1.0434e-004",
"740.2","0.0896","1.0393e-004",
"740.4","0.0893","1.0353e-004",
"740.6","0.0887","1.0290e-004",
"740.8","0.0882","1.0227e-004",
"741.0","0.0878","1.0179e-004",
"741.2","0.0873","1.0132e-004",
"741.4","0.0869","1.0076e-004",
"741.6","0.0864","1.0021e-004",
"741.8","0.0860","9.9776e-005",
"742.0","0.0856","9.9264e-005",
"742.2","0.0849","9.8517e-005",
"742.4","0.0844","9.7858e-005",
"742.6","0.0841","9.7533e-005",
"742.8","0.0837","9.7098e-005",
"743.0","0.0831","9.6347e-005",
"743.2","0.0825","9.5676e-005",
"743.4","0.0822","9.5309e-005",
"743.6","0.0818","9.4885e-005",
"743.8","0.0813","9.4260e-005",
"744.0","0.0807","9.3640e-005",
"744.2","0.0802","9.3086e-005",
"744.4","0.0798","9.2538e-005",
"744.6","0.0793","9.2000e-005",
"744.8","0.0788","9.1399e-005",
"745.0","0.0783","9.0781e-005",
"745.2","0.0778","9.0251e-005",
"745.4","0.0775","8.9877e-005",
"745.6","0.0772","8.9606e-005",
"745.8","0.0770","8.9353e-005",
"746.0","0.0766","8.8904e-005",
"746.2","0.0761","8.8226e-005",
"746.4","0.0755","8.7614e-005",
"746.6","0.0751","8.7102e-005",
"746.8","0.0747","8.6700e-005",
"747.0","0.0745","8.6369e-005",
"747.2","0.0741","8.5953e-005",
"747.4","0.0737","8.5455e-005",
"747.6","0.0732","8.4964e-005",
"747.8","0.0728","8.4475e-005",
"748.0","0.0724","8.3924e-005",
"748.2","0.0719","8.3360e-005",
"748.4","0.0715","8.2902e-005",
"748.6","0.0711","8.2523e-005",
"748.8","0.0709","8.2196e-005",
"749.0","0.0705","8.1793e-005",
"749.2","0.0699","8.1079e-005",
"749.4","0.0692","8.0294e-005",
"749.6","0.0688","7.9835e-005",
"749.8","0.0686","7.9564e-005",
"750.0","0.0684","7.9364e-005",
"750.2","0.0682","7.9131e-005",
"750.4","0.0678","7.8679e-005",
"750.6","0.0674","7.8152e-005",
"750.8","0.0670","7.7768e-005",
"751.0","0.0667","7.7354e-005",
"751.2","0.0662","7.6784e-005",
"751.4","0.0657","7.6206e-005",
"751.6","0.0653","7.5758e-005",
"751.8","0.0649","7.5300e-005",
"752.0","0.0644","7.4711e-005",
"752.2","0.0640","7.4240e-005",
"752.4","0.0639","7.4069e-005",
"752.6","0.0637","7.3853e-005",
"752.8","0.0633","7.3376e-005",
"753.0","0.0628","7.2850e-005",
"753.2","0.0624","7.2373e-005",
"753.4","0.0620","7.1932e-005",
"753.6","0.0617","7.1518e-005",
"753.8","0.0614","7.1192e-005",
"754.0","0.0612","7.0978e-005",
"754.2","0.0610","7.0752e-005",
"754.4","0.0607","7.0461e-005",
"754.6","0.0604","7.0027e-005",
"754.8","0.0599","6.9440e-005",
"755.0","0.0594","6.8893e-005",
"755.2","0.0590","6.8470e-005",
"755.4","0.0587","6.8067e-005",
"755.6","0.0583","6.7668e-005",
"755.8","0.0581","6.7360e-005",
"756.0","0.0579","6.7131e-005",
"756.2","0.0576","6.6847e-005",
"756.4","0.0573","6.6493e-005",
"756.6","0.0571","6.6202e-005",
"756.8","0.0569","6.5946e-005",
"757.0","0.0565","6.5575e-005",
"757.2","0.0561","6.5116e-005",
"757.4","0.0558","6.4709e-005",
"757.6","0.0555","6.4358e-005",
"757.8","0.0552","6.4083e-005",
"758.0","0.0550","6.3795e-005",
"758.2","0.0545","6.3244e-005",
"758.4","0.0540","6.2590e-005",
"758.6","0.0536","6.2153e-005",
"758.8","0.0533","6.1874e-005",
"759.0","0.0532","6.1710e-005",
"759.2","0.0531","6.1547e-005",
"759.4","0.0528","6.1254e-005",
"759.6","0.0525","6.0871e-005",
"759.8","0.0521","6.0456e-005",
"760.0","0.0518","6.0040e-005",
"760.2","0.0514","5.9647e-005",
"760.4","0.0512","5.9337e-005",
"760.6","0.0511","5.9229e-005",
"760.8","0.0510","5.9126e-005",
"761.0","0.0507","5.8780e-005",
"761.2","0.0503","5.8383e-005",
"761.4","0.0501","5.8109e-005",
"761.6","0.0499","5.7847e-005",
"761.8","0.0496","5.7545e-005",
"762.0","0.0493","5.7231e-005",
"762.2","0.0491","5.6945e-005",
"762.4","0.0488","5.6561e-005",
"762.6","0.0483","5.5972e-005",
"762.8","0.0479","5.5519e-005",
"763.0","0.0478","5.5455e-005",
"763.2","0.0476","5.5271e-005",
"763.4","0.0471","5.4670e-005",
"763.6","0.0468","5.4252e-005",
"763.8","0.0468","5.4313e-005",
"764.0","0.0468","5.4307e-005",
"764.2","0.0465","5.3983e-005",
"764.4","0.0462","5.3584e-005",
"764.6","0.0458","5.3177e-005",
"764.8","0.0455","5.2738e-005",
"765.0","0.0451","5.2280e-005",
"765.2","0.0448","5.1955e-005",
"765.4","0.0446","5.1791e-005",
"765.6","0.0445","5.1633e-005",
"765.8","0.0443","5.1432e-005",
"766.0","0.0442","5.1229e-005",
"766.2","0.0440","5.1006e-005",
"766.4","0.0437","5.0649e-005",
"766.6","0.0433","5.0220e-005",
"766.8","0.0431","4.9989e-005",
"767.0","0.0430","4.9924e-005",
"767.2","0.0429","4.9784e-005",
"767.4","0.0427","4.9540e-005",
"767.6","0.0424","4.9197e-005",
"767.8","0.0421","4.8831e-005",
"768.0","0.0419","4.8608e-005",
"768.2","0.0418","4.8464e-005",
"768.4","0.0415","4.8193e-005",
"768.6","0.0413","4.7864e-005",
"768.8","0.0411","4.7655e-005",
"769.0","0.0409","4.7486e-005",
"769.2","0.0406","4.7131e-005",
"769.4","0.0403","4.6712e-005",
"769.6","0.0400","4.6411e-005",
"769.8","0.0398","4.6216e-005",
"770.0","0.0398","4.6194e-005",
"770.2","0.0398","4.6162e-005",
"770.4","0.0395","4.5851e-005",
"770.6","0.0392","4.5480e-005",
"770.8","0.0391","4.5310e-005",
"771.0","0.0389","4.5161e-005",
"771.2","0.0386","4.4814e-005",
"771.4","0.0383","4.4472e-005",
"771.6","0.0383","4.4370e-005",
"771.8","0.0381","4.4231e-005",
"772.0","0.0378","4.3795e-005",
"772.2","0.0374","4.3406e-005",
"772.4","0.0374","4.3358e-005",
"772.6","0.0373","4.3298e-005",
"772.8","0.0371","4.2996e-005",
"773.0","0.0368","4.2723e-005",
"773.2","0.0368","4.2644e-005",
"773.4","0.0366","4.2478e-005",
"773.6","0.0363","4.2056e-005",
"773.8","0.0359","4.1666e-005",
"774.0","0.0357","4.1443e-005",
"774.2","0.0356","4.1262e-005",
"774.4","0.0354","4.1084e-005",
"774.6","0.0353","4.0893e-005",
"774.8","0.0351","4.0684e-005",
"775.0","0.0349","4.0501e-005",
"775.2","0.0348","4.0356e-005",
"775.4","0.0347","4.0247e-005",
"775.6","0.0346","4.0137e-005",
"775.8","0.0344","3.9917e-005",
"776.0","0.0341","3.9574e-005",
"776.2","0.0338","3.9263e-005",
"776.4","0.0336","3.9019e-005",
"776.6","0.0334","3.8705e-005",
"776.8","0.0331","3.8344e-005",
"777.0","0.0329","3.8124e-005",
"777.2","0.0328","3.8032e-005",
"777.4","0.0327","3.7885e-005",
"777.6","0.0325","3.7676e-005",
"777.8","0.0323","3.7462e-005",
"778.0","0.0321","3.7240e-005",
"778.2","0.0320","3.7174e-005",
"778.4","0.0321","3.7184e-005",
"778.6","0.0321","3.7197e-005",
"778.8","0.0321","3.7207e-005",
"779.0","0.0321","3.7220e-005",
"779.2","0.0321","3.7230e-005",
"779.4","0.0321","3.7243e-005",
"779.6","0.0321","3.7253e-005",
"779.8","0.0321","3.7262e-005",
"780.0","0.0321","3.7275e-005",
