"WL(nm)","Spectrum","Spectrum(W/nm)",
"494.6","0.3680","7.3858e-004",
"494.8","0.3689","7.4039e-004",
"495.0","0.3692","7.4108e-004",
"495.2","0.3694","7.4136e-004",
"495.4","0.3694","7.4144e-004",
"495.6","0.3697","7.4199e-004",
"495.8","0.3706","7.4380e-004",
"496.0","0.3715","7.4575e-004",
"496.2","0.3721","7.4677e-004",
"496.4","0.3726","7.4787e-004",
"496.6","0.3735","7.4963e-004",
"496.8","0.3743","7.5137e-004",
"497.0","0.3749","7.5256e-004",
"497.2","0.3756","7.5397e-004",
"497.4","0.3765","7.5570e-004",
"497.6","0.3776","7.5788e-004",
"497.8","0.3788","7.6039e-004",
"498.0","0.3801","7.6290e-004",
"498.2","0.3812","7.6518e-004",
"498.4","0.3824","7.6754e-004",
"498.6","0.3836","7.6998e-004",
"498.8","0.3848","7.7237e-004",
"499.0","0.3859","7.7459e-004",
"499.2","0.3873","7.7738e-004",
"499.4","0.3889","7.8059e-004",
"499.6","0.3904","7.8368e-004",
"499.8","0.3918","7.8640e-004",
"500.0","0.3930","7.8888e-004",
"500.2","0.3943","7.9137e-004",
"500.4","0.3960","7.9489e-004",
"500.6","0.3979","7.9873e-004",
"500.8","0.3991","8.0102e-004",
"501.0","0.3999","8.0268e-004",
"501.2","0.4015","8.0593e-004",
"501.4","0.4035","8.0994e-004",
"501.6","0.4053","8.1351e-004",
"501.8","0.4069","8.1673e-004",
"502.0","0.4082","8.1930e-004",
"502.2","0.4096","8.2219e-004",
"502.4","0.4118","8.2661e-004",
"502.6","0.4141","8.3115e-004",
"502.8","0.4158","8.3454e-004",
"503.0","0.4174","8.3778e-004",
"503.2","0.4191","8.4130e-004",
"503.4","0.4209","8.4479e-004",
"503.6","0.4228","8.4861e-004",
"503.8","0.4247","8.5249e-004",
"504.0","0.4267","8.5649e-004",
"504.2","0.4287","8.6046e-004",
"504.4","0.4307","8.6442e-004",
"504.6","0.4328","8.6875e-004",
"504.8","0.4351","8.7338e-004",
"505.0","0.4374","8.7784e-004",
"505.2","0.4394","8.8196e-004",
"505.4","0.4415","8.8619e-004",
"505.6","0.4437","8.9061e-004",
"505.8","0.4459","8.9491e-004",
"506.0","0.4478","8.9876e-004",
"506.2","0.4495","9.0230e-004",
"506.4","0.4512","9.0556e-004",
"506.6","0.4532","9.0966e-004",
"506.8","0.4555","9.1434e-004",
"507.0","0.4578","9.1890e-004",
"507.2","0.4601","9.2339e-004",
"507.4","0.4624","9.2808e-004",
"507.6","0.4647","9.3282e-004",
"507.8","0.4667","9.3670e-004",
"508.0","0.4686","9.4050e-004",
"508.2","0.4709","9.4513e-004",
"508.4","0.4734","9.5014e-004",
"508.6","0.4759","9.5516e-004",
"508.8","0.4782","9.5974e-004",
"509.0","0.4798","9.6301e-004",
"509.2","0.4814","9.6621e-004",
"509.4","0.4835","9.7051e-004",
"509.6","0.4859","9.7523e-004",
"509.8","0.4882","9.7994e-004",
"510.0","0.4905","9.8449e-004",
"510.2","0.4923","9.8820e-004",
"510.4","0.4943","9.9212e-004",
"510.6","0.4965","9.9646e-004",
"510.8","0.4987","1.0011e-003",
"511.0","0.5008","1.0052e-003",
"511.2","0.5032","1.0099e-003",
"511.4","0.5059","1.0155e-003",
"511.6","0.5082","1.0201e-003",
"511.8","0.5099","1.0235e-003",
"512.0","0.5118","1.0273e-003",
"512.2","0.5142","1.0320e-003",
"512.4","0.5165","1.0367e-003",
"512.6","0.5186","1.0408e-003",
"512.8","0.5206","1.0450e-003",
"513.0","0.5226","1.0490e-003",
"513.2","0.5245","1.0527e-003",
"513.4","0.5263","1.0563e-003",
"513.6","0.5282","1.0601e-003",
"513.8","0.5304","1.0646e-003",
"514.0","0.5325","1.0688e-003",
"514.2","0.5347","1.0732e-003",
"514.4","0.5369","1.0777e-003",
"514.6","0.5392","1.0822e-003",
"514.8","0.5408","1.0856e-003",
"515.0","0.5425","1.0888e-003",
"515.2","0.5442","1.0922e-003",
"515.4","0.5462","1.0963e-003",
"515.6","0.5482","1.1004e-003",
"515.8","0.5503","1.1046e-003",
"516.0","0.5522","1.1083e-003",
"516.2","0.5540","1.1119e-003",
"516.4","0.5558","1.1156e-003",
"516.6","0.5576","1.1191e-003",
"516.8","0.5593","1.1227e-003",
"517.0","0.5611","1.1262e-003",
"517.2","0.5630","1.1300e-003",
"517.4","0.5649","1.1339e-003",
"517.6","0.5668","1.1376e-003",
"517.8","0.5684","1.1408e-003",
"518.0","0.5694","1.1429e-003",
"518.2","0.5710","1.1461e-003",
"518.4","0.5737","1.1515e-003",
"518.6","0.5762","1.1565e-003",
"518.8","0.5775","1.1591e-003",
"519.0","0.5788","1.1618e-003",
"519.2","0.5804","1.1650e-003",
"519.4","0.5823","1.1688e-003",
"519.6","0.5843","1.1727e-003",
"519.8","0.5856","1.1753e-003",
"520.0","0.5863","1.1767e-003",
"520.2","0.5878","1.1797e-003",
"520.4","0.5902","1.1846e-003",
"520.6","0.5921","1.1884e-003",
"520.8","0.5934","1.1910e-003",
"521.0","0.5949","1.1941e-003",
"521.2","0.5967","1.1976e-003",
"521.4","0.5980","1.2002e-003",
"521.6","0.5989","1.2021e-003",
"521.8","0.5998","1.2040e-003",
"522.0","0.6011","1.2065e-003",
"522.2","0.6027","1.2096e-003",
"522.4","0.6044","1.2132e-003",
"522.6","0.6058","1.2160e-003",
"522.8","0.6071","1.2185e-003",
"523.0","0.6081","1.2205e-003",
"523.2","0.6092","1.2228e-003",
"523.4","0.6105","1.2254e-003",
"523.6","0.6121","1.2285e-003",
"523.8","0.6137","1.2318e-003",
"524.0","0.6150","1.2345e-003",
"524.2","0.6158","1.2360e-003",
"524.4","0.6165","1.2374e-003",
"524.6","0.6177","1.2398e-003",
"524.8","0.6191","1.2426e-003",
"525.0","0.6204","1.2453e-003",
"525.2","0.6216","1.2477e-003",
"525.4","0.6227","1.2499e-003",
"525.6","0.6239","1.2523e-003",
"525.8","0.6254","1.2553e-003",
"526.0","0.6268","1.2580e-003",
"526.2","0.6276","1.2596e-003",
"526.4","0.6286","1.2617e-003",
